station,name,num_readings,avg_temp_f,max_temp_f,min_temp_f,total_prcp_in
16168099999,"MOUNT ARGENTARIO, IT",209,58.37,85.5,35.5,0.0
13272099999,"BEOGRAD, RI",236,58.36,86.5,27.1,11.66
14256099999,"BILOGORA, HR",236,58.35,87.8,26.8,24.9
13594099999,"VINICA PGC, MK",231,58.33,88.9,24.6,14.73
06770099999,"LUGANO, CH",236,58.31,82.2,30.5,46.14
15388099999,"MOLDOVA VECHE, RO",236,58.31,87.0,27.2,11.69
14258099999,"DARUVAR, HR",236,58.3,85.6,25.5,16.32
16632099999,"FILIPPOS, GR",236,58.29,87.9,28.3,11.38
03633399999,"GLOUCESTERSHIRE, UK",235,58.29,84.8,28.9,0.0
16179099999,"FRONTONE, IT",228,58.28,83.9,32.0,12.06
15525699999,"BEZMER AB, BU",234,58.23,88.8,18.7,0.0
07428099999,"PERIGUEUX BASSILLAC, FR",235,58.22,90.7,27.3,0.0
15525099999,"LOVETCH, BU",236,58.21,90.1,19.2,9.51
13278099999,"KRAGUJEVAC, RI",236,58.12,87.1,23.8,11.03
07168099999,"TROYES BARBEREY, FR",232,58.11,92.6,25.5,1.75
07621099999,"TARBES LOURDES PYRENEES, FR",236,58.1,86.5,30.2,1.55
15460099999,"CALARASI, RO",236,58.1,89.9,9.7,11.98
16054099999,"AOSTA POLLEIN, IT",205,58.1,91.2,24.4,0.0
17031099999,"CARSAMBA, TU",236,58.08,82.6,29.5,15.01
15465099999,"BAILESTI, RO",236,58.03,90.5,23.9,6.38
13183099999,"VRSAC, RI",236,58.01,87.4,23.5,5.75
13619099999,"PESHKOPI, AL",236,58.01,84.4,27.8,13.8
03800099999,"SCILLY ST. MARY S, UK",156,57.97,72.0,33.0,6.79
13383099999,"KRUSEVAC, RI",236,57.96,86.9,22.6,10.5
15498099999,"ZIMNICEA, RO",236,57.94,90.5,12.0,8.75
15469099999,"CARACAL, RO",236,57.93,89.9,19.5,7.67
13384099999,"CUPRIJA, RI",236,57.91,87.4,22.0,9.82
15490099999,"TURNU MAGURELE, RO",236,57.88,90.0,17.1,14.29
15491099999,"GIURGIU, RO",236,57.88,91.0,14.6,10.21
03571599999,"CAMBRIDGE, UK",167,57.87,83.7,30.0,0.0
16258099999,"MONTE S. ANGELO, IT",180,57.87,83.5,31.0,3.12
07235099999,"LE MANS ARNAGE, FR",236,57.84,85.6,29.0,2.73
07491099999,"CHAMBERY AIX LES BAINS, FR",236,57.84,84.5,29.2,3.57
14232099999,"KARLOVAC, HR",236,57.83,87.0,27.0,27.02
07179034051,"TOUL ROSIERE, FR",234,57.82,85.0,25.5,0.0
13168099999,"NOVI SAD RIMSKI SANCEVI, RI",236,57.8,87.2,26.4,13.32
13180099999,"BANATSKI KARLOVAC, RI",236,57.79,89.0,23.9,9.86
13262099999,"LOZNICA, RI",236,57.78,85.8,26.9,19.53
16008099999,"S. VALENTINO ALLA MUTA, IT",97,57.75,75.7,42.3,0.0
08042099999,"SANTIAGO, SP",236,57.75,79.9,38.7,33.51
16008399999,"RESIA PASS, IT",97,57.72,76.2,42.2,0.0
15395099999,"DRAGASANI, RO",236,57.71,88.3,22.7,13.71
14244099999,"SISAK, HR",236,57.69,86.0,26.4,23.02
13269099999,"VALJEVO, RI",236,57.69,86.4,25.6,18.83
15494099999,"BECHET, RO",236,57.65,89.2,21.3,7.51
15420099999,"BANEASA AUREL VLAICU, RO",236,57.65,89.4,18.5,23.7
08085099999,"PAMPLONA, SP",236,57.64,84.3,32.7,17.52
15310099999,"GALATI, RO",236,57.64,88.4,22.0,8.89
13279099999,"SMEDEREVSKA PALANKA, RI",236,57.62,86.2,25.1,15.8
14528099999,"BIHAC, BK",147,57.61,88.9,25.4,20.75
15338099999,"ORAVITA, RO",236,57.6,86.5,23.7,16.57
15445099999,"CERNAVODA, RO",236,57.55,88.0,20.4,8.18
06762099999,"MAGADINO CADENAZZO, CH",236,57.55,79.7,30.7,50.53
11016599999,"WIENER NEUSTADT, AU",236,57.53,86.5,24.7,0.0
13272599999,"BEOGRAD BATAJNICA, RI",236,57.52,85.3,26.4,0.0
15480099999,"CONSTANTA, RO",236,57.52,83.9,27.6,4.04
17020099999,"BARTIN, TU",236,57.52,89.8,28.5,16.97
14234099999,"KRAPINA, HR",236,57.51,85.2,25.9,17.44
07160499999,"MORLAIX PLOUJEAN, FR",235,57.5,80.8,35.1,0.0
13173099999,"ZRENJANIN, RI",236,57.49,86.5,23.1,13.58
07335099999,"POITIERS BIARD, FR",236,57.47,86.1,28.6,3.09
07217099999,"SAINT NAZAIRE MONTOIR, FR",234,57.47,81.0,31.6,3.3
13583099999,"BITOLA, MK",233,57.45,86.3,21.5,9.05
16259299999,"LEVALDIGI, IT",236,57.44,81.8,30.0,0.0
16288099999,"CASERTA, IT",132,57.43,90.5,44.9,6.84
14248099999,"KRIZEVCI, HR",236,57.42,84.5,26.6,16.21
13578099999,"OHRID, MK",236,57.36,79.5,27.6,11.65
14246099999,"VARAZDIN, HR",236,57.36,85.1,27.7,17.6
13174099999,"KIKINDA, RI",236,57.36,87.0,25.3,10.9
15655099999,"BURGAS, BU",236,57.34,81.8,25.7,11.23
07460099999,"CLERMONT FERRAND AUVERGNE, FR",236,57.34,85.4,25.4,0.67
17024099999,"INEBOLU, TU",236,57.34,77.6,28.9,23.35
07255499999,"AVORD, FR",236,57.33,87.1,28.1,0.0
07306099999,"LA ROCHE SUR YON LES AJONCS, FR",236,57.32,84.4,29.6,4.02
13285099999,"VELIKO GRADISTE, RI",236,57.27,86.0,23.1,12.23
15406099999,"HARSOVA, RO",236,57.27,87.7,20.9,6.85
15444099999,"FETESTI, RO",236,57.26,87.9,15.7,16.06
15489099999,"ALEXANDRIA, RO",236,57.24,89.3,14.9,9.18
15552099999,"VARNA, BU",236,57.24,82.9,23.8,7.21
13629099999,"KORCA, AL",236,57.22,86.4,28.7,13.45
07240099999,"TOURS VAL DE LOIRE, FR",236,57.22,85.3,31.2,2.69
07072099999,"REIMS PRUNAY, FR",236,57.21,90.7,26.8,1.97
07222099999,"NANTES ATLANTIQUE, FR",236,57.2,84.0,29.5,3.47
14120099999,"CRNOMELJ, SI",236,57.19,87.0,26.6,33.43
15450099999,"CRAIOVA, RO",236,57.17,89.5,21.6,6.96
15350099999,"BUZAU, RO",236,57.16,87.8,20.3,9.79
13590099999,"GURISTE PGC, MK",210,57.13,96.7,19.7,2.88
07149099999,"ORLY, FR",236,57.13,86.8,29.8,1.85
15470099999,"ROSIORII DE VEDE, RO",236,57.12,89.5,16.7,19.07
08202099999,"SALAMANCA, SP",235,57.1,80.7,29.4,12.76
15421099999,"HENRI COANDA, RO",236,57.09,87.5,16.2,13.9
15402099999,"URZICENI, RO",236,57.08,88.4,12.5,17.49
15434099999,"SLATINA, RO",236,57.08,88.9,20.5,11.67
11034099999,"WIEN INNERE STADT, AU",236,57.04,83.2,27.0,13.66
07434099999,"LIMOGES BELLEGARDE, FR",236,57.03,85.8,29.7,2.76
14241099999,"ZAGREB, HR",236,57.03,85.7,26.8,17.04
07354034048,"CHATEAUROUX, FR",234,57.02,85.5,27.0,2.77
15462099999,"MEDGIDIA, RO",236,57.01,87.3,21.0,4.04
15525399999,"GORNA ORYAHOVITSA, BU",236,57.01,88.0,14.6,0.0
08511099999,"ANGRA DO HEROISMO ACORES, PO",6,57.0,59.3,55.1,0.44
15428099999,"GURA PORTITEI, RO",236,56.95,80.9,26.3,5.82
13266099999,"SREMSKA MITROVICA, RI",236,56.94,84.8,24.5,11.47
15199099999,"SANNICOLAU MARE, RO",236,56.94,86.4,27.1,8.94
16317099999,"LATRONICO, IT",236,56.93,86.6,31.6,0.0
15475099999,"OLTENITA, RO",236,56.93,89.1,7.8,18.8
15455099999,"VIDELE, RO",236,56.93,88.5,16.1,9.31
15502099999,"VIDIN, BU",236,56.91,85.2,20.4,8.92
16316099999,"LATRONICO, IT",236,56.89,86.2,31.3,12.37
13067099999,"PALIC, RI",236,56.86,86.6,25.6,13.45
13160099999,"SOMBOR, RI",236,56.86,85.2,25.7,13.14
15333099999,"BRAILA, RO",236,56.85,84.9,21.6,10.56
15289099999,"BANLOC, RO",236,56.85,84.8,25.9,10.16
15307099999,"RAMNICU SARAT, RO",236,56.83,86.9,20.2,15.97
15270099999,"LUGOJ, RO",236,56.83,83.9,25.3,9.87
15336099999,"GORGOVA, RO",236,56.83,82.8,24.1,5.59
07390199999,"ANGERS MARCE, FR",236,56.82,84.0,28.1,2.79
15479099999,"ADAMCLISI, RO",236,56.81,87.6,19.4,15.25
14284099999,"OSIJEK, HR",236,56.81,86.5,27.1,13.54
15200099999,"ARAD, RO",236,56.79,85.9,25.7,9.74
16263099999,"TREVICO, IT",109,56.79,75.2,31.7,1.23
15080099999,"ORADEA, RO",236,56.79,85.1,25.6,10.31
07150099999,"LE BOURGET, FR",236,56.79,87.4,29.3,2.0
15346099999,"RAMNICU VALCEA, RO",236,56.79,87.0,23.6,11.51
15245099999,"JIMBOLIA, RO",236,56.79,85.4,25.4,9.92
11242099999,"ST RADEGUND, AU",3,56.77,77.0,32.9,0.0
15335099999,"CATALOI TULCEA, RO",236,56.75,87.3,23.7,5.11
15412099999,"BACLES, RO",236,56.71,86.8,22.3,8.52
15264099999,"FOCSANI, RO",236,56.71,85.9,22.2,10.31
13389099999,"LESKOVAC, RI",236,56.7,87.3,20.5,10.03
13571099999,"TETOVO, MK",233,56.68,87.2,27.0,12.57
13242099999,"BANJA LUKA, BK",236,56.68,84.3,24.1,0.0
15340099999,"TARGU JIU, RO",236,56.67,85.9,23.5,9.85
14654099999,"SARAJEVO BJELAVE, BK",235,56.66,83.6,22.8,19.92
15549099999,"RAZGRAD, BU",236,56.64,87.1,18.5,11.19
07255399999,"DOLE TAVAUX, FR",236,56.63,83.7,27.4,0.0
15425099999,"SLOBOZIA, RO",236,56.62,87.6,13.6,23.49
12860099999,"SZOLNOK, HU",236,56.61,85.5,25.1,0.0
14015099999,"LJUBLJANA BEZIGRAD, SI",236,56.61,83.9,28.5,30.54
07247099999,"ROMORANTIN PRUNIERS, FR",232,56.6,85.4,26.4,2.54
10729099999,"MANNHEIM CITY, GM",236,56.58,86.8,28.5,0.0
14328099999,"OGULIN, HR",236,56.55,85.0,24.8,37.65
15499099999,"MANGALIA, RO",236,56.53,79.1,24.5,3.39
03865099999,"SOUTHAMPTON, UK",236,56.48,79.4,31.7,0.0
07157099999,"CHARLES DE GAULLE, FR",236,56.47,88.2,29.1,2.28
06700099999,"GENEVA COINTRIN, CH",236,56.44,81.4,27.9,17.18
12970099999,"KECSKEMET, HU",236,56.43,86.1,24.9,0.0
07471099999,"LE PUY LOUDES, FR",236,56.42,86.7,21.6,0.46
06771099999,"STABIO, CH",232,56.42,80.3,28.0,53.87
07280099999,"DIJON LONGVIC, FR",234,56.41,84.9,25.6,1.56
16061099999,"TORINO BRIC CROCE, IT",234,56.41,82.3,31.0,18.25
07486099999,"SAINT GEOIRS GRENOBLE ALPES ISERE, FR",236,56.4,84.1,25.9,1.18
07130099999,"RENNES SAINT JACQUES, FR",236,56.35,83.2,29.3,2.35
15366099999,"BAILE HERCULANE, RO",236,56.34,82.9,25.0,15.23
07475099999,"BOUTHEON SAINT ETIENNE LOIRE, FR",236,56.33,84.8,23.6,0.31
15247099999,"TRAIAN VUIA, RO",236,56.33,85.3,25.1,9.23
12942099999,"PECS SOUTH, HU",236,56.29,85.6,25.1,0.0
14549099999,"ZENICA, BK",232,56.27,82.8,24.6,10.2
11332099999,"MISTELBACH, AU",207,56.26,85.5,24.2,0.0
15337099999,"MAHMUDIA, RO",236,56.26,84.6,21.9,4.74
03557399999,"CRANFIELD, UK",224,56.24,82.0,28.9,0.0
07490099999,"ANNECY MEYTHET, FR",236,56.24,82.4,29.4,3.87
15042099999,"SACUIENI, RO",236,56.23,83.3,25.4,11.83
13376099999,"KRALJEVO, RI",236,56.22,84.9,23.5,13.33
13014599999,"CERKLJE OB KRKI, SI",236,56.22,84.1,26.2,0.0
08008099999,"LUGO ROZAS, SP",236,56.22,79.2,31.5,27.04
07118099999,"LANNION, FR",236,56.2,79.7,32.9,4.35
13489099999,"VRANJE, RI",236,56.18,86.5,22.3,10.91
14122099999,"CERKLJE OB KRKI, SI",236,56.18,84.5,26.1,22.55
03414599999,"COSFORD, UK",118,56.16,76.2,28.8,0.0
13585099999,"PRILEP, MK",233,56.14,86.6,22.6,11.74
13581099999,"TOPOLCANI PGC, MK",229,56.14,86.9,20.1,9.52
15481099999,"MIHAIL KOGALNICEANU, RO",236,56.13,85.2,23.3,0.0
15360099999,"SULINA, RO",236,56.13,79.9,26.8,3.17
07266099999,"AUXERRE BRANCHES, FR",236,56.12,89.5,26.1,1.71
13575099999,"POZARANE PGC, MK",203,56.12,83.1,22.1,12.39
07379099999,"SAINT YAN, FR",236,56.08,83.8,24.1,1.18
14543099999,"JAJCE, BK",236,56.07,82.2,26.4,24.53
08140099999,"VALLADOLID, SP",236,56.07,84.3,30.4,13.85
11423399999,"KUNOVICE, EZ",196,56.06,85.1,28.8,0.0
07169099999,"SAINT DIZIER ROBINSON, FR",235,56.06,83.8,25.7,0.0
15409099999,"JURILOVCA, RO",236,56.06,81.4,23.6,4.32
06711099999,"PULLY, CH",232,56.05,82.1,28.3,25.28
15405099999,"GRIVITA, RO",236,56.05,85.9,13.0,11.73
15419099999,"TITU, RO",236,56.04,85.5,17.5,13.6
15179099999,"SIRIA, RO",236,56.03,87.8,21.8,12.34
07190099999,"STRASBOURG ENTZHEIM, FR",236,56.02,83.7,28.4,1.9
15136099999,"CHISINEU CRIS, RO",236,56.0,84.7,25.4,8.77
11193099999,"BAD TATZMANNSDORF, AU",207,56.0,81.8,24.4,0.0
13580099999,"PRETOR PGC, MK",228,55.99,88.5,25.8,7.76
15416099999,"STOLNICI, RO",236,55.98,88.3,16.3,11.47
15314099999,"RESITA, RO",236,55.97,83.1,23.7,13.94
15387099999,"SFANTU GHEORGHE DELTA, RO",236,55.94,81.7,25.6,4.57
15265099999,"TECUCI, RO",236,55.92,84.7,21.6,7.58
07134099999,"LAVAL ETRONNIER, FR",236,55.89,83.0,28.9,3.27
15292099999,"CARANSEBES, RO",236,55.88,83.5,23.5,13.28
14121099999,"NOVO MESTO, SI",236,55.87,82.8,26.7,27.93
08148099999,"SORIA, SP",231,55.85,81.6,32.9,15.62
06709099999,"BOUVERET, CH",236,55.84,79.4,30.3,0.0
17045099999,"ARTVIN, TU",236,55.83,87.9,25.0,14.24
07153099999,"MELUN VILLAROCHE, FR",233,55.82,85.7,28.4,1.56
06715099999,"EVIONNAZ, CH",236,55.82,83.2,28.0,21.41
07205099999,"LORIENT LANN BIHOUE, FR",236,55.79,78.5,31.5,2.62
03770099999,"ST JAMES PARK, UK",223,55.79,81.4,31.4,10.65
06720099999,"SION, CH",236,55.79,81.2,26.7,13.84
15377099999,"PLOIESTI, RO",236,55.79,86.0,15.2,20.1
15117099999,"HOLOD, RO",236,55.79,83.6,23.7,11.06
07146099999,"TOUSSUS LE NOBLE PARIS SACLAY VERSAILLES, FR",236,55.78,86.8,28.9,1.8
07109099999,"LANVEOC POULMIC, FR",235,55.78,78.4,35.8,3.71
08080099999,"VITORIA, SP",236,55.78,81.9,32.2,16.22
07552099999,"MARCILLAC RODEZ AVEYRON, FR",236,55.76,82.4,23.1,1.96
15373099999,"PITESTI, RO",236,55.76,85.7,20.3,14.22
03768399999,"LONDON CITY, GB",236,55.76,81.1,31.6,0.0
10633099999,"WIESBADEN ARMY AIR FIELD, GM",235,55.75,85.1,28.2,7.69
07249099999,"ORLEANS BRICY, FR",236,55.74,86.0,27.8,1.74
07147099999,"VILLACOUBLAY VELIZY, FR",236,55.72,86.8,29.4,1.77
03018099999,"WOODVALE, UK",156,55.72,76.5,33.6,0.0
10805099999,"LAHR, GM",236,55.72,83.4,26.9,0.0
13493099999,"KRIVA PALANKA, MK",233,55.68,85.9,25.1,11.62
11858099999,"HURBANOVO, LO",236,55.66,83.2,25.1,11.96
06752099999,"CEVIO, CH",236,55.63,77.6,28.9,41.87
07768099999,"LA CHIAPPA, FR",13,55.61,59.1,47.9,0.45
03772099999,"LONDON HEATHROW, GB",236,55.61,81.8,29.7,0.05
07201099999,"QUIMPER PLUGUFFAN, FR",236,55.59,78.7,33.1,3.42
15208099999,"ALBA IULIA, RO",236,55.56,83.8,20.2,9.72
12839099999,"FERIHEGY BUDAPEST LISZT FERENC INTERNATIONAL, HU",236,55.53,84.9,23.5,0.0
16133099999,"FERRARA, IT",1,55.5,55.5,55.5,0.0
13481199999,"PRISTINA, XK",236,55.47,84.1,22.6,0.0
03803099999,"SCILLY SAINT MARY S, UK",236,55.46,68.2,42.2,1.11
07299099999,"BALE MULHOUSE, FR",236,55.45,84.1,25.6,1.72
14026099999,"MARIBOR, SI",236,55.45,81.0,26.8,23.09
11395099999,"ANDAU, AU",232,55.44,81.5,26.1,13.2
06705099999,"NYON CHANGINS, CH",232,55.43,82.4,27.9,17.98
12860599999,"BALATON, HU",236,55.41,83.0,26.4,0.0
07775099999,"ALISTRO, FR",15,55.4,61.7,46.0,0.07
10637099999,"FRANKFURT MAIN, GM",236,55.39,85.0,28.0,0.0
12882099999,"DEBRECEN, HU",236,55.35,82.2,25.5,0.0
11296099999,"LEIBNITZ, AU",236,55.32,82.0,25.6,4.35
14031099999,"MURSKA SOBOTA, SI",236,55.29,80.9,25.3,15.71
15408099999,"CORUGEA, RO",236,55.27,84.8,21.4,9.72
07210099999,"VANNES SENE, FR",236,55.22,78.3,29.5,0.0
06601099999,"BASEL BINNINGEN, CH",232,55.21,82.9,26.9,20.89
06604099999,"NEUCHATEL AUT, CH",236,55.2,81.1,28.0,23.72
11190099999,"EISENSTADT, AU",236,55.19,80.4,26.2,0.45
13397099999,"DIMITROVGRAD, RI",236,55.18,85.2,17.3,15.2
03806099999,"LANDS END AIRPORT, UK",201,55.18,77.6,38.1,0.0
15138099999,"DUMBRAVITA DE CODRU, RO",236,55.18,86.3,23.2,14.2
10727599999,"KARLSRUHE BADEN BADEN, GM",236,55.18,83.6,27.7,0.0
12825099999,"PAPA, HU",236,55.18,83.2,24.9,0.0
11816099999,"M R STEFANIK, LO",236,55.16,81.7,25.3,13.08
11035099999,"WIEN HOHE WARTE, AU",236,55.16,81.3,26.3,11.05
15197099999,"BARLAD, RO",236,55.13,84.3,19.5,9.38
15182099999,"GURAHONT, RO",236,55.13,81.0,24.0,11.56
03839099999,"EXETER, UK",236,55.12,73.9,29.7,0.0
12105199999,"BABICE WARSZAWA BABICE, PL",234,55.1,83.6,20.2,0.0
14023099999,"CELJE, SI",236,55.1,82.7,25.6,24.21
14557099999,"TUZLA, BK",236,55.07,81.0,21.8,17.97
07180099999,"NANCY ESSEY, FR",236,55.04,83.1,27.3,2.14
16613099999,"FLORINA, GR",229,55.02,83.7,23.3,0.63
11040099999,"WIEN UNTERLAA, AU",236,55.01,81.1,25.8,11.21
15063099999,"ZALAU, RO",236,55.0,81.7,23.5,12.76
13020099999,"ROGLA, SI",99,54.99,71.1,35.5,0.0
07125099999,"DINARD PLEURTUIT SAINT MALO, FR",236,54.99,79.7,31.3,2.75
15231099999,"SEBES ALBA, RO",236,54.98,83.4,19.3,9.28
07292099999,"LUXEUIL SAINT SAUVEUR, FR",236,54.98,83.0,24.3,3.24
07015099999,"LILLE LESQUIN, FR",236,54.95,84.4,29.1,1.78
15375099999,"TARGOVISTE, RO",236,54.91,84.5,16.9,14.51
14330099999,"GOSPIC, HR",236,54.89,78.2,21.8,28.41
06712099999,"AIGLE, CH",236,54.88,79.7,28.0,22.11
15160099999,"STEI, RO",236,54.88,81.3,22.0,14.01
15010099999,"SATU MARE, RO",236,54.85,81.2,24.8,12.97
11813099999,"BRATISLAVA LOLIBA, LO",236,54.81,84.1,25.5,15.49
15614099999,"SOFIA, BU",236,54.81,86.7,17.8,13.27
11037099999,"GROSSENZERSDORF, AU",232,54.8,80.4,26.0,11.43
06786099999,"CHUR, CH",232,54.8,78.4,28.0,18.25
15219099999,"ADJUD, RO",236,54.79,82.8,21.4,14.63
02983099999,"NURMIJARVI GEOPHSICAL OBSERVATORY, FI",146,54.79,74.9,29.7,0.36
06439099999,"SINT KATELIJNE WAVER, BE",236,54.79,84.1,29.8,14.84
06990099999,"VADUZ, LS",232,54.79,78.7,26.4,27.49
07093099999,"METZ NANCY LORRAINE, FR",236,54.79,84.5,26.0,2.47
07753099999,"ILE ROUSSE, FR",13,54.78,62.0,46.1,0.08
15090099999,"IASI, RO",236,54.78,83.1,19.3,11.36
10400099999,"DUSSELDORF, GM",236,54.77,83.3,27.8,0.0
07476599999,"PONTOISE CORMEILLES EN VEXIN, FR",236,54.77,82.8,28.7,0.0
11082099999,"GUMPOLDSKIRCHEN, AU",236,54.76,82.2,25.4,2.94
03891599999,"ALDERNEY, UK",235,54.76,75.3,37.2,0.0
11855099999,"NITRA, LO",236,54.76,80.5,23.5,15.28
06450099999,"DEURNE, BE",236,54.75,84.7,29.3,10.68
08417099999,"JAEN, SP",133,54.74,70.8,43.9,13.74
07038034061,"EVREUX FAUVILLE, FR",236,54.74,84.0,28.8,2.25
07182599999,"EPINAL MIRECOURT, FR",236,54.72,82.5,25.9,0.0
11213099999,"VILLACH, AU",236,54.72,81.9,24.4,1.47
08232099999,"MOLINA DE ARAGON, SP",236,54.7,78.8,25.1,10.61
11244099999,"BAD GLEICHENBERG, AU",236,54.7,80.3,25.4,0.55
06727099999,"VISP, CH",232,54.7,80.2,17.2,24.82
15056099999,"COTNARI, RO",236,54.7,82.4,18.5,11.46
02449099999,"ESKILSTUNA A, SW",1,54.7,54.7,54.7,0.0
11393099999,"LUTZMANNSBURG, AU",232,54.69,79.9,25.9,15.0
03672099999,"NORTHOLT, UK",236,54.69,80.0,27.1,0.04
15230099999,"DEVA, RO",236,54.69,81.0,21.8,10.69
03908499999,"LONDONDERRY EGLINTON, UK",235,54.68,79.1,32.7,0.0
07110099999,"GUIPAVAS BREST BRETAGNE, FR",236,54.67,76.0,35.2,4.8
03895099999,"JERSEY, UK",236,54.66,76.7,34.3,15.21
03691399999,"SOUTHEND, UK",234,54.66,80.1,28.8,0.0
06758099999,"GRONO, CH",225,54.62,77.4,27.3,39.44
07791099999,"CAPE SAGRO, FR",13,54.61,60.5,46.5,0.21
03583035034,"LAKENHEATH RAF, UK",236,54.6,77.4,27.2,6.31
06686099999,"BAD RAGAZ, CH",232,54.58,77.8,27.2,24.81
11856099999,"MOCHOVCE, LO",230,54.53,82.3,25.8,11.97
12822099999,"GYOR, HU",235,54.51,82.0,24.1,0.0
06447099999,"UCCLE, BE",236,54.51,84.8,29.6,15.08
11030099999,"TULLN, AU",236,54.5,80.1,26.5,15.16
08579099999,"LISBOA GAGO COUTINHO, PO",10,54.5,59.8,48.1,1.44
11036099999,"WIEN SCHWECHAT, AT",236,54.49,81.4,25.4,14.98
10500099999,"GEILENKIRCHEN, GM",236,54.49,84.2,26.4,0.0
14650099999,"IVAN SEDLO, BK",166,54.47,86.2,18.5,0.0
15344099999,"POLOVRAGI, RO",236,54.47,84.1,21.2,15.54
11298099999,"FELDBACH, AU",236,54.47,79.4,24.9,3.73
07165099999,"CHALONS VATRY, FR",236,54.46,84.7,24.9,0.0
10860099999,"INGOLSTADT MANCHING, GM",208,54.45,79.5,25.5,0.0
06269399999,"VLISSINGEN, NL",236,54.45,79.3,32.1,0.0
06465099999,"SCHAFFEN, BE",230,54.45,90.3,29.3,4.24
06756099999,"ACQUAROSSA COMPROVASCO, CH",236,54.44,76.0,29.1,36.72
13353099999,"SARAJEVO, BK",236,54.43,80.8,22.8,0.0
15014099999,"TAUTII MAGHERAUS MARAMURES, RO",236,54.42,80.1,23.4,14.42
11386099999,"KRUMBACH ID BUCKLIGEN WELT, AU",206,54.4,81.6,23.4,0.0
06380099999,"MAASTRICHT AACHEN, NL",236,54.39,85.0,28.5,12.09
11105099999,"FELDKIRCH, AU",232,54.39,78.9,25.5,29.71
06310099999,"VLISSINGEN, NL",236,54.38,79.1,32.1,9.54
06418099999,"ZEEBRUGGE, BE",235,54.35,78.0,31.5,17.04
03577035046,"MILDENHALL, UK",236,54.34,76.5,27.6,5.74
07181099999,"NANCY OCHEY, FR",235,54.33,81.8,26.1,2.52
08055099999,"LEON, SP",236,54.33,82.1,26.8,21.1
07106099999,"LANDIVISIAU, FR",234,54.32,74.5,34.4,4.99
07549099999,"AURILLAC, FR",236,54.29,79.4,21.1,2.32
11285099999,"DEUTSCHLANDSBERG, AU",236,54.28,80.3,23.7,5.69
07120099999,"SAINT BRIEUC ARMOR, FR",231,54.26,79.0,32.0,3.84
10513099999,"KOLN BONN, GM",236,54.25,81.2,27.7,0.0
06432599999,"CASTEAU HELI MET, BE",227,54.25,89.4,28.7,0.0
07028099999,"LE HAVRE OCTEVILLE, FR",236,54.23,79.9,31.2,3.57
11387099999,"SEIBERSDORF, AU",232,54.22,80.0,26.3,17.61
15328099999,"PATARLAGELE, RO",236,54.21,81.5,18.3,24.47
06451099999,"BRUSSELS NATIONAL, BE",236,54.21,84.1,29.9,13.24
06478099999,"LIEGE, BE",236,54.2,85.7,27.1,15.51
02347099999,"DELSBO, SW",1,54.2,54.2,54.2,0.0
06490199999,"SEMMERZAKE BAFB, BE",236,54.19,87.2,29.2,0.0
11060099999,"LINZ STADT, AU",236,54.18,80.2,25.1,20.34
07027099999,"CAEN CARPIQUET, FR",236,54.18,77.8,30.0,3.49
06477099999,"DIEPENBEEK, BE",236,54.18,82.7,29.3,14.11
03707099999,"CHIVENOR, UK",234,54.18,74.8,33.3,0.92
03894099999,"GUERNSEY, UK",236,54.16,74.5,38.0,14.0
03827099999,"PLYMOUTH MOUNTBATTE, UK",236,54.15,73.1,33.1,20.09
06370099999,"EINDHOVEN, NL",236,54.15,84.3,28.9,10.84
06610099999,"PAYERNE, CH",236,54.14,80.5,24.3,16.1
15025099999,"STANCA STEFANESTI, RO",236,54.13,82.7,19.8,9.31
15194099999,"TARGU OCNA, RO",236,54.13,80.6,20.2,15.98
06428099999,"SEMMERZAKE, BE",236,54.11,87.6,29.5,8.42
06606099999,"CRESSIER, CH",232,54.1,79.6,27.6,20.81
11240099999,"GRAZ, AU",236,54.08,80.7,23.8,17.11
10502099999,"NORVENICH, GM",236,54.08,83.1,26.9,0.0
15154099999,"VASLUI, RO",236,54.08,82.5,18.7,13.59
10437499999,"MONCHENGLADBACH, GM",236,54.07,80.5,28.4,0.0
06434099999,"MELLE, BE",236,54.07,81.9,30.1,12.7
15341099999,"APA NEAGRA, RO",236,54.05,81.5,20.6,18.15
11101099999,"BREGENZ, AU",236,54.04,78.9,26.4,34.13
11880099999,"DUDINCE, LO",236,54.04,82.1,22.2,12.88
06330099999,"HOEK VAN HOLLAND, NL",236,54.04,79.9,31.5,8.88
13370099999,"POZEGA UZICKA, RI",236,54.04,81.0,22.2,14.14
06319099999,"WESTDORPE, NL",236,54.04,81.2,30.2,10.46
06414099999,"BEITEM, BE",236,54.03,81.9,30.4,14.46
11390099999,"HARTBERG, AU",232,54.03,79.5,24.6,20.26
03872099999,"THORNEY ISLAND, UK",236,54.02,74.0,31.9,10.2
07055099999,"BEAUVAIS TILLE, FR",236,54.01,81.7,28.9,2.81
11182099999,"WIENER NEUSTADT, AU",236,54.01,79.8,24.5,17.66
11231099999,"KLAGENFURT CIV MIL, AU",236,54.0,82.2,23.2,18.77
03347599999,"SHEFFIELD CITY ST ATHAN, GB",236,54.0,80.8,33.2,0.0
15369099999,"TARGU LOGRESTI, RO",236,53.99,83.1,20.5,14.61
03953099999,"VALENTIA OBSERVATORY, EI",236,53.97,71.4,32.6,34.37
06672099999,"ALTDORF, CH",232,53.97,75.9,25.2,30.01
